"Date","Station","Latitude","Longitude","Target_Depth","CTD_Pressure","CTD_Temperature","CTD_Salinity","Bottle_Salinity","unc","d18O","unc_2","Ba","unc_3","PO4","unc_4","Si_OH4","unc_5","NO3","unc_6","NO2","unc_7","NH4","unc_8","O2","Notes"
2013-04-16,"89N, 90E",88.9913,89.37765,20,"22.138999999999999","-1.7793000000000001","32.469000000000001","32.457000000000001",NA,"-2.3796884792001527",NA,"49.177546376789465",0.981243748788253,"0.29955548922056385",0.000504309025369238,"2.771787920843543",0.151894191015336,"0.89925174401623753",0.0362047622597668,"1.1346415187742875E-2",0.00655602118070529,"2.7078944828098205E-2",0.0200927529145277,"8.9819999999999993",NA
2013-04-16,"89N, 90E",88.9913,89.37765,50,"53.667000000000002","-1.7994000000000001","33.006999999999998","32.985900000000001",NA,"-1.9119340117499715",0.0335649861593441,"48.176690258404193",0.428388839716965,"0.30551847606144444",0.00289107823484463,"2.1288984880956172",0.172962858472765,"1.1073606106431306",0.0757281820196467,"1.4381038985004419E-2",0.00928160804891161,"5.5738190945402444E-2",0.0309712658843735,"nan",NA
2013-04-16,"89N, 90E",88.9913,89.37765,75,"79.441999999999993","-1.7534000000000001","33.506999999999998","33.460299999999997",NA,"-1.4916466598481941",NA,"48.151002508858724",NA,"0.43916289714268791",0.00180841802451041,"3.7406987522295614",0.163518283663194,"2.6100847326814627",0.156265342201306,"1.8936016569730287E-2",0.013183450167729,"4.6363968224291147E-2",0.0480282719856462,"nan",NA
2013-04-16,"89N, 90E",88.9913,89.37765,100,"105.17","-1.4823999999999999","33.994","34.0199",NA,"-0.48889099416435106",NA,"45.963338955288066",NA,"0.64668874513486985",0.0146409957843583,"4.9929082091825379",0.154613883532373,"5.8538004577806468",0.322855758710609,"2.9702295290730853E-2",0.0241756370017816,"7.4083358996973714E-2",0.0723803758784293,"nan",NA
2013-04-16,"89N, 90E",88.9913,89.37765,150,"160.32","-0.4224","34.484000000000002","34.4741",NA,"-0.10816004343574119",NA,"43.157575006904018",NA,"0.71247650072342372",0.00675264710677122,"4.4017285780092843",0.147837691586264,"7.7341754905784441",0.199831631604229,"2.9665101296366191E-2",0.0241862998882847,"5.468623656580026E-2",0.0677765286674475,"7.1040000000000001",NA
2013-04-16,"89N, 90E",88.9913,89.37765,300,"nan","nan","nan","nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA
2013-04-16,"89N, 180",88.9572833333333,-179.268233333333,20,"20.984999999999999","-1.6125","29.477","29.477799999999998",NA,"-3.9896357988361633",NA,"63.915282315468417",0.37498389784004,"0.65112055555555559",NA,"6.4198399999999998",NA,"0.34896444444444474",NA,"5.1622222222222229E-2",NA,"2.0496666666666497E-2",NA,"9.0909999999999993",NA
2013-04-16,"89N, 181",88.9572833333333,-179.268233333333,50,"52.588000000000001","-1.7250000000000001","32.493000000000002","32.461100000000002",NA,"-2.2165182064734621",NA,"49.923864159714164",NA,"0.43618278061224491",NA,"5.7212912244897955",NA,"1.8395186989795924",NA,"2.3989438775510213E-2",NA,"2.5956887755102097E-2",NA,"8.4920000000000009",NA
2013-04-16,"89N, 182",88.9572833333333,-179.268233333333,75,"78.42","-1.4946999999999999","33.741","33.7179",NA,"-0.76529161850282046",0.0216773313219308,"46.991828321903299",NA,"0.68271691609977336",NA,"7.8581968027210873",NA,"5.4009328117913835",NA,"2.3956643990929703E-2",NA,"3.1418503401360535E-2",NA,"nan",NA
2013-04-16,"89N, 183",88.9572833333333,-179.268233333333,100,"104","-1.2656000000000001","34.142000000000003","34.138850000000005",0.00205060946700874,"-0.33956541469331936",NA,"43.894175264033962",NA,"0.70249165249433121",NA,"6.1292274489795906",NA,"6.313391068594103",NA,"2.085574263038548E-2",NA,"9.280294217687067E-2",NA,"nan",NA
2013-04-16,"89N, 184",88.9572833333333,-179.268233333333,150,"156.62","-0.20449999999999999","34.488999999999997","34.493400000000001",NA,"-8.7393003552252907E-2",NA,"43.278368621530227",NA,"0.75408806122448979",NA,"5.946693877551021",NA,"8.4096520408163258",NA,"2.0822448979591845E-2",NA,"1.9974489795918395E-2",NA,"nan",NA
2013-04-16,"89N, 185",88.9572833333333,-179.268233333333,300,"315.77","0.88349999999999995","34.837000000000003","34.847999999999999",NA,"0.16675708618262258",NA,"42.102806158225505",NA,"0.86118898951247169",8.51915349901655e-05,"6.5627384693877548",0.0684457718063093,"11.50850871456916",0.017504478477057,"2.0739163832199547E-2",2.35662174986659e-05,"1.9647491496598595E-2",0.00800443673740626,"nan",NA
2013-04-17,"88N, 180",88.0289166666667,-179.905233333333,20,"22.120999999999999","-1.6116999999999999","29.452000000000002","29.455200000000001",NA,"-4.2358747026463046",NA,"63.456759486007421",NA,"0.54270685657596374",NA,"5.0364056122448986",NA,"0.29999953798185963",NA,"8.372001133786831E-3",NA,"-3.064710884353681E-3",NA,"9.1890000000000001",NA
2013-04-17,"88N, 181",88.0289166666667,-179.905233333333,50,"53.826000000000001","-1.617","31.805","31.7836",NA,"-2.5042916616000781",NA,"54.531109441904064",NA,"0.69372734693877558",NA,"9.4773010204081629",NA,"2.8272763265306122",NA,"1.7551020408163257E-2",NA,"2.4787346938775524E-2",NA,"nan",NA
2013-04-17,"88N, 182",88.0289166666667,-179.905233333333,75,"80.602999999999994","-1.5472999999999999","33.529000000000003","33.505699999999997",NA,"-0.95269010442691404",NA,"48.178711423583209",NA,"0.67366934382086163",8.12150632804432e-05,"8.6034235544217701",0.492366653216814,"4.9591138449546488",0.0207486475083667,"2.0572383786848072E-2",2.36063029173072e-05,"4.418429421768709E-2",0.0357170819009068,"nan",NA
2013-04-17,"88N, 183",88.0289166666667,-179.905233333333,100,"106.45","-1.2967","34.100999999999999","34.097900000000003",NA,"-0.38011018361389359",NA,"45.50054358504724",NA,"0.68940420918367351",NA,"6.0207876530612241",NA,"6.1005265561224489",NA,"2.0522295918367368E-2",NA,"1.3198316326530615E-2",NA,"nan",NA
2013-04-17,"88N, 184",88.0289166666667,-179.905233333333,150,"159.18","-0.26040000000000002","34.468000000000004","34.478750000000005",0.00021213091266237,"-6.3164790354849898E-2",0.0188804714325507,"42.5351805034081",0.0687833659955774,"0.75689222222222208",NA,"5.8390833333333338",NA,"8.3036377777777801",NA,"2.0488888888888897E-2",NA,"1.3066666666666621E-2",NA,"nan",NA
2013-04-17,"88N, 185",88.0289166666667,-179.905233333333,300,"322.85000000000002","0.90029999999999999","34.838999999999999","34.844099999999997",NA,"0.20730232665269463",0.0223768797301227,"42.308139096177158",NA,"0.8641416695011338",NA,"6.5116590816326543",NA,"11.443025048185943",NA,"2.0455470521541945E-2",NA,"4.0938554421768712E-2",NA,"6.8230000000000004",NA
2013-04-17,"87N, 180",87.0071166666667,179.648216666667,20,"22.231000000000002","-1.6102000000000001","29.446000000000002","29.447749999999999",0.000919238901882125,"-3.9955693061670883",NA,"63.50574055766684",NA,"0.66900406320861672",8.11068321627865e-05,"5.7589416156462594",0.0678810724825708,"0.20886472930839017",0.000695868834126511,"8.0718735827664447E-3",2.50012754775768e-05,"4.2013350340136153E-3",0.0119786414114362,"nan",NA
2013-04-17,"87N, 181",87.0071166666667,179.648216666667,50,"53.731999999999999","-1.5079","31.245000000000001","31.067",NA,"-2.5778005697144564",0.0159863191855628,"59.111621851593625",0.42352372527133,"0.82787487244897962",NA,"8.1728484693877572",NA,"1.8812210459183676",NA,"1.4170255102040808E-2",NA,"2.9218622448979537E-2",NA,"nan",NA
2013-04-17,"87N, 182",87.0071166666667,179.648216666667,75,"79.429000000000002","-1.5660000000000001","33.24","33.233400000000003",NA,"-1.2384849378607252",NA,"49.640672104045095",NA,"0.73233256235827671",NA,"10.29167455782313",NA,"4.8232568934240367",NA,"1.7212018140589563E-2",NA,"6.8318911564626009E-2",NA,"7.1459999999999999",NA
2013-04-17,"87N, 183",87.0071166666667,179.648216666667,100,"105.19","-1.3159000000000001","34.002000000000002","34.026600000000002",NA,"-0.42263357422727249",NA,"45.124220738668051",NA,"0.68053013888888891",NA,"6.5308499999999992",NA,"5.6719173611111122",NA,"2.0254722222222243E-2",NA,"1.7749166666666653E-2",NA,"nan",NA
2013-04-17,"87N, 184",87.0071166666667,179.648216666667,150,"157.81","-0.51459999999999995","34.412999999999997","34.4221",NA,"-6.662596366876461E-2",NA,"43.320907039742657",NA,"0.74005081632653058",NA,"5.4980726530612243",NA,"7.7651724489795928",NA,"1.7144081632653053E-2",NA,"6.8069387755102101E-2",NA,"nan",NA
2013-04-17,"87N, 185",87.0071166666667,179.648216666667,300,"315.77","0.96479999999999999","34.857999999999997","34.859400000000001",NA,"0.14599004629913429",NA,"42.112572798220675",NA,"0.86317745181405903",NA,"6.4237246598639466",NA,"11.420375252267572",NA,"2.018771541950113E-2",NA,"3.4306003401360474E-2",NA,"6.8650000000000002",NA
2013-04-18,"85N, 180",84.9227833333333,-169.838116666667,20,"22.103000000000002","-1.6021000000000001","29.300999999999998","29.279599999999999",NA,"-4.0628150938515741",0.00839124653978311,"65.993208335027873",NA,"0.71187288265306126",NA,"7.0820817346938796",NA,"0.29019114795918394",NA,"1.6492346938775588E-3",NA,"2.8439846938775559E-2",NA,"nan",NA
2013-04-18,"85N, 181",84.9227833333333,-169.838116666667,50,"53.872999999999998","-1.4844999999999999","31.933","31.869",NA,"-1.8130425372675549",NA,"60.390964477387854",NA,"1.2643150113378685",NA,"12.340568231292519",NA,"4.8403037641723357",NA,"1.700807256235827E-2",NA,"2.2701360544217706E-2",NA,"nan",NA
2013-04-18,"85N, 182",84.9227833333333,-169.838116666667,75,"80.739000000000004","-1.5096000000000001","32.953000000000003","32.932200000000002",NA,"-1.4867019918141737",NA,"58.580416842895445",NA,"1.2363566695011337",NA,"22.691839081632651",NA,"8.2766221910430833",NA,"1.6974041950113358E-2",NA,"4.5007840136054314E-2",NA,"nan",NA
2013-04-18,"85N, 183",84.9227833333333,-169.838116666667,100,"106.51","-1.3788","33.814999999999998","33.842300000000002",NA,"-0.66788363874050949",NA,"48.425453350626178",NA,"0.90232499999999993",NA,"13.332439999999998",NA,"7.339310000000002",NA,"1.6939999999999997E-2",NA,"3.3660000000000079E-2",NA,"nan",NA
2013-04-18,"85N, 184",84.9227833333333,-169.838116666667,150,"159.11000000000001","-0.49619999999999997","34.393999999999998","34.383700000000005",0.000989949312111013,"-0.16255044871096991",NA,"44.196313765640539",NA,"0.77500714569161",NA,"6.5278409863945575",NA,"8.1070252862811785",NA,"1.6905946712018147E-2",NA,"4.4752125850340128E-2",NA,"nan",NA
2013-04-18,"85N, 185",84.9227833333333,-169.838116666667,300,"321.64999999999998","0.94350000000000001","34.840000000000003","34.840299999999999",NA,"0.13610071023109349",NA,"42.383417336226465",0.268311200521978,"0.84824235685941063",0.0028953357008965,"5.8220759013605434",0.00754802817088827,"11.121491673752834",0.00196703357966102,"1.9902429138321999E-2",2.37666445945917e-05,"4.7238715986394467E-2",0.00387839651542944,"nan",NA
2013-04-18,"86N, 180",86.06925,-173.921916666667,20,"22.13","-1.5642","28.619","28.6187",NA,"-4.5177141788924979",NA,"67.916680947343679",NA,"0.64917089427437635",0.00272954241028171,"8.3303026360544212",0.00833580284949558,"0.3662560955215422",0.00071003101247914,"-1.7801218820861684E-3",2.61477184448868e-05,"3.8432848639455772E-2",0.0159716782150469,"nan",NA
2013-04-18,"86N, 181",86.06925,-173.921916666667,50,"53.902000000000001","-1.5389999999999999","32.384","32.3309",NA,"-1.6033935167398674",NA,"60.592682584856377",NA,"1.302730657596372",NA,"22.528306938775511",NA,"7.8713311791383225",NA,"1.6667256235827661E-2",NA,"7.7550340136054538E-2",NA,"nan",NA
2013-04-18,"86N, 182",86.06925,-173.921916666667,75,"80.736000000000004","-1.3969","33.555999999999997","33.502499999999998",NA,"-1.00114653082172",0.0125865363739186,"54.509019423235131",NA,"1.0522395153061226",NA,"18.027470612244898",NA,"7.893460331632653",NA,"1.9717397959183699E-2",NA,"3.24950510204082E-2",NA,"nan",NA
2013-04-18,"86N, 183",86.06925,-173.921916666667,100,"106.34","-1.2713000000000001","34.124000000000002","34.100700000000003",NA,"-0.41966752788605677",NA,"44.893304552048733",0.677848321432431,"0.68254909297052146",NA,"6.0910086394557839",NA,"5.7771931519274373",NA,"1.968371882086169E-2",NA,"4.359972789115641E-2",NA,"nan",NA
2013-04-18,"86N, 184",86.06925,-173.921916666667,150,"158.99","-0.4451","34.453000000000003","34.451799999999999",NA,"-0.13387175135324988",NA,"43.988661249673285",NA,"0.71024986678004554",NA,"4.981686734693878",NA,"7.2027036876417228",NA,"1.9650028344671198E-2",NA,"3.223579931972783E-2",NA,"nan",NA
2013-04-18,"86N, 185",86.06925,-173.921916666667,300,"318.13","0.97240000000000004","34.843000000000004","34.845950000000002",0.00063639631082859,"0.21125815538981052",NA,"43.126683554016708",NA,"0.85715612244897943",NA,"6.1539306122448973",NA,"11.454652653061224",NA,"1.9616326530612259E-2",NA,"4.3343265306122293E-2",NA,"nan",NA
2013-04-19,"88N, 90W",88.5221833333333,-88.2232833333333,20,"23.292999999999999","-1.6795","30.645","30.6447",NA,"-3.9154671929743508",NA,"57.34277606991018",0.898996205714553,"0.3801155555555556",NA,"4.6977099999999998",NA,"0.73976111111111087",NA,"1.0288888888888852E-3",NA,"3.1846666666666655E-2",NA,"nan",NA
2013-04-19,"88N, 90W",88.5221833333333,-88.2232833333333,50,"54.905000000000001","-1.6791","31.856000000000002","31.6508",0.0048083261041071,"-2.8513992469369476",0,"53.950251447902694",0.255778781304175,"0.46742028061224489",NA,"6.2059076530612254",NA,"1.7413365561224485",NA,"1.3340867346938769E-2",NA,"4.8579030612244875E-2",NA,"nan",NA
2013-04-19,"88N, 90W",88.5221833333333,-88.2232833333333,75,"83.100999999999999","-1.5759000000000001","33.475999999999999","33.404800000000002",NA,"-1.1475051208525404",NA,"50.713551905563293",NA,"0.73350905895691609",NA,"9.9049210884353744",NA,"5.2446623356009061",NA,"1.9481405895691625E-2",NA,"4.8451360544217816E-2",NA,"nan",NA
2013-04-19,"88N, 90W",88.5221833333333,-88.2232833333333,100,"108.78","-1.2894000000000001","34.054000000000002","34.0304",NA,"-0.50372405516741658",NA,"45.837056413334537",NA,"0.78901415249433116",NA,"8.7125774489795926",NA,"7.5189653543083903",NA,"1.9447647392290275E-2",NA,"3.7079370748299437E-2",NA,"nan",NA
2013-04-19,"88N, 90W",88.5221833333333,-88.2232833333333,150,"161.4","-0.37459999999999999","34.438000000000002","34.436399999999999",NA,"-0.10618236484193215",NA,"43.210866458229098",NA,"0.74519448979591829",NA,"5.6680524489795916",NA,"8.3636634693877561",NA,"2.2502448979591836E-2",NA,"4.2573061224489742E-2",NA,"nan",NA
2013-04-19,"88N, 90W",88.5221833333333,-88.2232833333333,300,"323.97000000000003","0.8639","34.835999999999999","34.839100000000002",NA,"0.17170175421664297",NA,"42.009888738138386",NA,"0.85631423752834457",NA,"6.1626903741496601",NA,"11.897746204648527",NA,"2.2469143990929693E-2",NA,"6.49388605442177E-2",NA,"nan",NA
2013-04-19,"90N",89.96055,-175.173933333333,20,"23.533000000000001","-1.659","30.321000000000002","30.291699999999999",NA,"-4.1008882360793848",0.0160832781071517,"59.478907837022554",NA,"0.43101625000000005",NA,"6.0569999999999995",NA,"0.75662625000000017",NA,"3.8625000000000274E-3",NA,"1.968750000000008E-2",NA,"nan",NA
2013-04-19,"90N",89.96055,-175.173933333333,50,"55.006999999999998","-1.7078","32.616","32.651299999999999",NA,"-2.0315915830168807",NA,"49.691452703300094",NA,"0.49843922902494331",NA,"6.2985274149659869",NA,"2.6338292743764171",NA,"1.6188208616780043E-2",NA,"3.0807482993197272E-2",NA,"nan",NA
2013-04-19,"90N",89.96055,-175.173933333333,75,"83.075000000000003","-1.5068999999999999","33.819000000000003","33.8127",NA,"-0.72227404401573825",NA,"45.422562369837628",NA,"0.6651647137188208",NA,"6.3717363265306135",NA,"5.5850285856009068",NA,"2.233581065759636E-2",NA,"4.7556717687074805E-2",NA,"nan",NA
2013-04-19,"90N",89.96055,-175.173933333333,100,"109.92","-1.218","34.238","34.2577",NA,"-0.28616432026449296",NA,"43.819554285135865",NA,"0.657105918367347",NA,"4.4286024489795928",NA,"6.0214206122448983",NA,"2.2302448979591841E-2",NA,"5.3055918367346945E-2",NA,"nan",NA
