"Date","Station","Latitude","Longitude","Target_Depth","Date_2","Pressure","Depth","Salinity","In-situ_Temp","Pot_Temp","Sigma","O2","Salinity_1","unc_1","d18O","unc_2","TA","unc_3","Ba","unc_4","PO4","unc_5","N+N","unc_6","Silicate","unc_7","NO2","unc_8","NH4","unc_9"
2011-04-17,"88N, 90E",87.96225,89.715,75,2011-04-17,75.117,74.266,33.936,-1.6115,-1.613,27.3109,7.3869,"33.948999999999998",NA,-0.626349558973533,NA,"2267.1999999999998",NA,43.9995865796372,NA,"0.63895000000000002",0.00558614357137181,"6.6593999999999998",0.00452548340154308,"5.1709999999999994",0.00296984848182807,"0.032500000000000001",0.00254558441227151,"0.013100000000000001",0.00622253967444162
2011-04-17,"88N, 90E",87.96225,89.715,100,2011-04-17,100.1087,98.969,34.234,-1.2107,-1.2132,27.5403,7.1265,"34.244999999999997",NA,-0.249573965432541,NA,"2278.9000000000001",NA,42.5337094490384,0.212661305465925,"0.6966",NA,"8.0980000000000008",NA,"5.8491999999999997",NA,"0.031399999999999997",NA,"0.017399999999999999",NA
2011-04-17,"88N, 90E",87.96225,89.715,150,2011-04-17,149.7715,148.05,34.547,0.077513,0.072,27.7367,6.9542,"34.555",NA,0.0589655864785674,NA,"2283.3000000000002",NA,42.3744815536202,NA,"0.753",NA,"9.5084999999999997",NA,"6.0385999999999997",NA,"0.0293",NA,"0.026100000000000002",NA
2011-04-17,"88N, 90E",87.96225,89.715,300,2011-04-17,308.2309,304.58,34.868,1.3044,1.2892,27.9195,6.7484,"34.868299999999998",NA,0.229552861256289,0.0720241436892404,"2294.9000000000001",NA,40.8288899873898,NA,"0.85540000000000005",NA,"11.671200000000001",NA,"5.7847",NA,"0.031",NA,"0.11360000000000001",NA
2011-04-18,"87N, 90E",86.9857,90.49565,20,2011-04-18,22.4465,22.195,33.732,-1.8492,-1.8496,27.1512,8.2262,"33.731749999999998",0.000919238901882125,-1.42440087216371,NA,"2329.5999999999999",NA,47.0816947094439,NA,"0.46479999999999999",0.00862670273047701,"3.1778499999999998",0.0177483802077083,"4.3627000000000002",0.226981276760887,"0.0533",0.000424264068711691,"0.034799999999999998",0.0123036579926459
2011-04-18,"87N, 90E",86.9857,90.49565,50,2011-04-18,52.7759,52.181,33.733,-1.8475,-1.8484,27.152,8.2147,"33.732599999999998",NA,-1.41451153609567,NA,"2280.6999999999998",NA,47.3258424806497,NA,"0.46179999999999999",NA,"3.2174",NA,"3.7805",NA,"0.019599999999999999",NA,"0.017399999999999999",NA
2011-04-18,"87N, 90E",86.9857,90.49565,75,2011-04-18,77.4624,76.585,34.115,-1.4273,-1.429,27.4508,7.2183,"34.112099999999998",NA,-0.413733549005634,NA,"2280.1500000000001",8.27314934001319,43.1842371535279,NA,"0.66290000000000004",NA,"7.3834999999999997",NA,"5.1520999999999999",NA,"0.036999999999999998",NA,"0.0086999999999999994",NA
2011-04-18,"87N, 90E",86.9857,90.49565,100,2011-04-18,103.1745,102,34.328,-0.8673,-0.8702,27.6037,7.0668,"34.335000000000001",NA,-0.165516966601683,0.00139842994469094,"2276.3000000000002",NA,42.3665767211328,NA,"0.70989999999999998",NA,"8.6390999999999991",NA,"5.7472000000000003",NA,"0.033099999999999997",NA,"0.1046",NA
2011-04-18,"87N, 90E",86.9857,90.49565,150,2011-04-18,153.4134,151.65,34.612,0.33597,0.3299,27.7749,6.8614,"34.622500000000002",NA,0.101488977091946,NA,"2278.8000000000002",NA,41.4918471809258,NA,"0.79049999999999998",NA,"10.081300000000001",NA,"5.9157999999999999",NA,"0.075200000000000003",NA,"0.026200000000000001",NA
2011-04-18,"87N, 90E",86.9857,90.49565,300,2011-04-18,305.4841,301.87,34.861,1.1886,1.1739,27.9219,6.7494,"34.862900000000003",NA,0.221147491457851,NA,"2304.6999999999998",NA,41.932569859724,0.128163699625521,"0.85609999999999997",NA,"11.9291",NA,"6.2237999999999998",NA,"0.044200000000000003",NA,"0.0349",NA
2011-04-18,"89N, 90E",88.9461333333333,89.57845,20,2011-04-18,21.2958,21.057,33.019,-1.8119,-1.8122,26.5705,8.2887,"33.023400000000002",NA,-2.00241917333496,0.0300685778617734,"2268.8000000000002",NA,54.6357984749639,NA,"0.6885",NA,"3.2155",NA,"8.4421999999999997",NA,"0.066199999999999995",NA,"0.15640000000000001",NA
2011-04-18,"89N, 90E",88.9461333333333,89.57845,50,2011-04-18,52.7766,52.181,33.093,-1.8124,-1.8133,26.6307,8.2159,"33.0884",NA,-1.9890691355025,NA,"2277.0500000000002",11.2429978207534,52.9035733047735,NA,"0.65660000000000007",0.00452548339958047,"3.2614000000000001",0.0738219479558869,"8.0822499999999984",0.0846406817081747,"0.039349999999999996",0.00403050865276335,"0.026100000000000002",0
2011-04-18,"89N, 90E",88.9461333333333,89.57845,75,2011-04-18,77.2236,76.348,33.89,-1.6155,-1.6171,27.2736,7.3797,"33.890799999999999",NA,-0.728207079797165,NA,"2267.3000000000002",NA,44.728806669855,NA,"0.60060000000000002",NA,"6.8571",NA,"4.9105999999999996",NA,"0.048099999999999997",NA,"0.22520000000000001",NA
2011-04-18,"89N, 90E",88.9461333333333,89.57845,100,2011-04-18,103.1961,102.02,34.242,-1.1403,-1.1429,27.5443,7.0995,"34.233199999999997",0.000141423823971382,-0.23820207774339,0.0104885580210205,"2283.5999999999999",NA,42.6373831094048,NA,"0.7036",NA,"7.8403999999999998",NA,"6.0179",NA,"0.073400000000000007",NA,"0.052200000000000003",NA
2011-04-18,"89N, 90E",88.9461333333333,89.57845,150,2011-04-18,153.3344,151.57,34.543,0.0118,0.0062,27.737,7,"34.534399999999998",NA,0.00704798676984673,0.0426557811073635,"2279.5999999999999",NA,42.084238847203,0.216749068477775,"0.74209999999999998",NA,"9.3025000000000002",NA,"5.718",NA,"0.1115",NA,"0.1043",NA
2011-04-18,"89N, 90E",88.9461333333333,89.57845,300,2011-04-18,304.2323,300.63,34.871,1.3323,1.3173,27.9199,6.774,"34.871200000000002",NA,0.212247466236213,NA,"2297.4000000000001",NA,42.2209957383091,NA,"0.84909999999999997",NA,"11.568899999999999",NA,"6.0552999999999999",NA,"0.064399999999999999",NA,"0.017399999999999999",NA
2011-04-19,"87N, 180",87.0338166666667,179.8799,20,2011-04-19,21.0569,20.821,32.775,-1.8001,-1.8004,26.3719,8.0286,"32.776299999999999",NA,-2.20860702054873,0.0083912465399948,"2263.6999999999998",NA,57.691959395803,NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA
2011-04-19,"87N, 180",87.0338166666667,179.8799,50,2011-04-19,51.6258,51.044,32.896,-1.7571,-1.758,26.4693,7.5829,"32.8979",0.00042426450495491,-1.89808931849431,NA,"2260.0999999999999",NA,55.0874171717371,NA,"0.82879999999999998",NA,"5.0738000000000003",NA,"12.300800000000001",NA,"0.060499999999999998",NA,"0.00029999999999999997",NA
2011-04-19,"87N, 180",87.0338166666667,179.8799,75,2011-04-19,76.1301,75.268,33.752,-1.4697,-1.4713,27.1573,6.6893,"33.8018",NA,-0.64909427745083,NA,"2261.1999999999998",NA,47.2105021654366,NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA
2011-04-19,"87N, 180",87.0338166666667,179.8799,100,2011-04-19,103.0025,101.83,34.177,-1.1333,-1.1359,27.4913,6.9094,"34.185400000000001",NA,-0.298031334926343,NA,"2275.1999999999998",NA,42.9340642021493,NA,"0.75984999999999991",0.037688791437248,"9.4215499999999999",1.12097638021503,"6.2680500000000006",0.150543033714571,"0.041950000000000001",0.00219203102167812,"0.023450000000000002",0.031749094475276
2011-04-19,"87N, 180",87.0338166666667,179.8799,150,2011-04-19,154.5064,152.73,34.507,-0.043761,-0.0493,27.7108,6.7942,"34.530500000000004",NA,-0.0359695877172355,NA,"2282.0999999999999",NA,41.241064908407,NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA
2011-04-19,"87N, 180",87.0338166666667,179.8799,300,2011-04-19,307.7931,304.15,34.842,0.8772,0.8631,27.9275,6.6998,"34.841700000000003",NA,0.181591090284684,NA,"2297.6999999999998",NA,41.4013943878911,0.191848951752734,"nan",NA,"nan",NA,"nan",NA,"nan",NA,"nan",NA
2011-04-19,"NP",89.96235,-33.5792833333333,20,2011-04-19,22.2648,22.015,32.048,-1.7583,-1.7586,25.7801,8.2146,"32.045999999999999",NA,-2.74064122934218,0.0223768797301022,"nan",NA,63.7267303879273,NA,"1.07335",7.07106747635987e-05,"3.9191500000000001",0.0494267640049391,"12.77515",0.0432042243302105,"0.12175",0.00700035713374691,"0.072800000000000004",0.0555785930012627
2011-04-19,"NP",89.96235,-33.5792833333333,50,2011-04-19,52.7807,52.185,33.249,-1.5233,-1.5243,26.7504,6.7269,"33.179099999999998",NA,-1.33144337656171,NA,"2259.9000000000001",NA,59.1484410906098,NA,"1.3838999999999999",NA,"11.193199999999999",NA,"25.169799999999999",NA,"0.036999999999999998",NA,"0.072999999999999995",NA
2011-04-19,"NP",89.96235,-33.5792833333333,75,2011-04-19,78.4145,77.525,33.963,-1.5926,-1.5942,27.3323,7.3345,"33.949800000000003",NA,-0.648105909703424,NA,"2274.3000000000002",NA,44.6920091985883,0.912819287394566,"0.61619999999999997",NA,"6.5655999999999999",NA,"4.3323999999999998",NA,"0.054399999999999997",NA,"0.038399999999999997",NA
2011-04-19,"NP",89.96235,-33.5792833333333,100,2011-04-19,103.1355,101.96,34.227,-1.2358,-1.2383,27.5355,7.1552,"34.2288",NA,-0.306931360147981,NA,"2289.8000000000002",NA,42.6109117821727,NA,"0.67710000000000004",NA,"7.9236000000000004",NA,"4.3944000000000001",NA,"0.085699999999999998",NA,"0.047899999999999998",NA
2011-04-19,"NP",89.96235,-33.5792833333333,150,2011-04-19,153.4055,151.64,34.545,0.061428,0.0558,27.736,6.9575,"34.547849999999997",0.00120208160286894,0.0283092105270384,NA,"2285.9000000000001",NA,41.9718230654182,NA,"0.7601",NA,"9.5551999999999992",NA,"4.9725000000000001",NA,"0.086499999999999994",NA,"0.0077999999999999996",NA
2011-04-19,"NP",89.96235,-33.5792833333333,300,2011-04-19,305.4582,301.84,34.871,1.3323,1.3172,27.9199,6.7895,"34.874600000000001",NA,0.210928385107676,0.0241496206302495,"2333.3000000000002",NA,40.9856004729428,NA,"0.85160000000000002",NA,"11.8225",NA,"5.3381999999999996",NA,"0.056099999999999997",NA,"0.087800000000000003",NA
2011-04-20,"85N, 170W",85.11335,-170.716566666667,20,2011-04-20,22.3155,22.066,32.594,-1.7895,-1.7899,26.2245,8.5003,"32.596400000000003",NA,-2.16262292817093,0.0342638676958481,"2256",NA,53.1015972667474,NA,"0.56069999999999998",NA,"2.0950000000000002",NA,"5.9516",NA,"0.10879999999999999",NA,"0.1353",NA
2011-04-20,"85N, 170W",85.11335,-170.716566666667,50,2011-04-20,52.6796,52.087,32.917,-1.7958,-1.7967,26.4872,8.3985,"32.9114",NA,-1.75964144283873,NA,"2254.6999999999998",NA,50.2246798931368,0.436792701399492,"0.48170000000000002",0.0127279220613577,"2.4448499999999997",0.074316922702722,"5.3514999999999997",0.0782060099992281,"0.12415",0.0938330698634549,"0.046149999999999997",0.00233345237791574
2011-04-20,"85N, 170W",85.11335,-170.716566666667,75,2011-04-20,77.2815,76.408,33.347,-1.7391,-1.7405,26.8355,7.8785,"33.365099999999998",NA,-1.42934554019773,NA,"2267.3000000000002",NA,52.0790685761222,NA,"0.64439999999999997",NA,"4.8868999999999998",NA,"8.8050999999999995",NA,"0.23930000000000001",NA,"0.092600000000000002",NA
2011-04-20,"85N, 170W",85.11335,-170.716566666667,100,2011-04-20,103.081,101.91,33.874,-1.4779,-1.4802,27.2567,6.8798,"33.854799999999997",NA,-0.640194252229192,NA,"2268.9000000000001",NA,48.2534767154624,NA,"0.83040000000000003",NA,"8.4015000000000004",NA,"11.114599999999999",NA,"0.050099999999999999",NA,"0.0275",NA
2011-04-20,"85N, 170W",85.11335,-170.716566666667,150,2011-04-20,153.3086,151.55,34.407,-0.45931,-0.4642,27.6503,6.8227,"34.4163",0.00169705627806464,-0.111127032875953,NA,"2289.5999999999999",NA,42.9385746845004,NA,"0.75080000000000002",NA,"9.5611999999999995",NA,"6.0197000000000003",NA,"0.0969",NA,"0.077700000000000005",NA
2011-04-20,"85N, 170W",85.11335,-170.716566666667,300,2011-04-20,306.6008,302.98,34.84,0.9635,0.9493,27.9203,6.7482,"34.843299999999999",NA,0.175657111404261,NA,"2332.6500000000001",25.9508188695879,41.7812171518057,NA,"0.83899999999999997",NA,"11.851699999999999",NA,"6.1372999999999998",NA,"0.092600000000000002",NA,"0.013899999999999999",NA
2011-04-20,"86N, 170W",86.0540666666667,-173.941766666667,20,2011-04-20,22.4018,22.151,32.564,-1.7872,-1.7876,26.2001,8.6528,"32.568100000000001",NA,-2.05730376248389,0.00699214972344775,"2246.1999999999998",NA,48.7521378480863,0.43965220622686,"0.33660000000000001",NA,"1.3845000000000001",NA,"3.1291000000000002",NA,"0.024899999999999999",NA,"0.015299999999999999",NA
2011-04-20,"86N, 170W",86.0540666666667,-173.941766666667,50,2011-04-20,52.836,52.241,32.604,-1.7865,-1.7874,26.2326,8.357,"32.575200000000002",NA,-2.05137025515296,NA,"2237.1000000000004",6.08111831793476,49.0016183326763,0.22345064813162,"0.3468",0.00919238815542443,"1.4863499999999998",0.0620132647100688,"3.3792999999999997",0.266013571082392,"0.080200000000000007",0.0924895669792004,"0.19755",0.206828733497065
2011-04-20,"86N, 170W",86.0540666666667,-173.941766666667,75,2011-04-20,76.2072,75.345,33.505,-1.7485,-1.7499,26.9642,7.8803,"33.516599999999997",NA,-1.2572742991504,NA,"2297.4000000000001",NA,46.8547297617564,NA,"0.51590000000000003",NA,"4.4035000000000002",NA,"4.6148999999999996",NA,"0.018599999999999998",NA,"0.0077999999999999996",NA
2011-04-20,"86N, 170W",86.0540666666667,-173.941766666667,100,2011-04-20,103.0014,101.83,34.041,-1.4123,-1.4146,27.3903,6.9559,"34.049700000000001",NA,-0.442412246363354,NA,"2272.0999999999999",NA,44.4063372872946,NA,"0.71819999999999995",NA,"8.1102000000000007",NA,"6.7945000000000002",NA,"0.091200000000000003",NA,"0.0085000000000000006",NA
2011-04-20,"86N, 170W",86.0540666666667,-173.941766666667,150,2011-04-20,154.5452,152.77,34.446,-0.40686,-0.4119,27.6794,6.9037,"34.452449999999999",0.000494975345101444,-0.0908541768661676,0.00489483824226191,"2283.1999999999998",NA,42.2300478971523,0.398985650956283,"0.74439999999999995",NA,"9.375",NA,"5.5290999999999997",NA,"0.037199999999999997",NA,"0.0023999999999999998",NA
2011-04-20,"86N, 170W",86.0540666666667,-173.941766666667,300,2011-04-20,305.3796,301.77,34.846,1.0096,0.9953,27.922,6.7342,"34.849499999999999",NA,0.212247466236213,NA,"2292.0999999999999",NA,41.3681899428125,NA,"0.86850000000000005",NA,"11.805199999999999",NA,"5.7229000000000001",NA,"0.060699999999999997",NA,"0.54010000000000002",NA
2011-04-21,"88N, 180",88.2351333333333,-173.62735,20,2011-04-21,22.3891,22.138,32.36,-1.7764,-1.7767,26.034,8.5688,"32.365400000000001",NA,-2.5092363296341,NA,"2243.1999999999998",NA,58.1664776129644,NA,"0.70899999999999996",NA,"2.0718000000000001",NA,"7.7152000000000003",NA,"0.069000000000000006",NA,"0.094",NA
2011-04-21,"88N, 180",88.2351333333333,-173.62735,50,2011-04-21,52.7329,52.138,32.906,-1.7253,-1.7262,26.4767,8.0962,"32.90945",0.00445477269562685,-1.72750157216709,0.0342638676958351,"2253.5999999999999",NA,52.5647681570145,NA,"0.70889999999999997",NA,"4.4147999999999996",NA,"9.5959000000000003",NA,"0.072700000000000001",NA,"0.041700000000000001",NA
2011-04-21,"88N, 180",88.2351333333333,-173.62735,75,2011-04-21,78.4879,77.598,33.634,-1.5422,-1.5438,27.0636,6.8989,"33.639699999999998",NA,-0.88841130618264,NA,"2257.3000000000002",NA,52.9534740333979,NA,"0.85909999999999997",NA,"8.2554999999999996",NA,"11.7746",NA,"0.066600000000000006",NA,"0.088499999999999995",NA
2011-04-21,"88N, 180",88.2351333333333,-173.62735,100,2011-04-21,105.371,104.17,34.108,-1.3173,-1.3198,27.4416,6.9358,"34.111400000000003",NA,-0.371210158392255,NA,"2269.5500000000002",1.9091883090866,43.7701409142558,0.292830630190867,"0.74814999999999998",7.07106779037837e-05,"8.5499000000000009",0.00410121932903111,"6.7830500000000002",0.150967297783367,"0.051699999999999996",0.012303657992646,"0.071900000000000006",0.0244658946290545
2011-04-21,"88N, 180",88.2351333333333,-173.62735,150,2011-04-21,155.6818,153.89,34.462,-0.21629,-0.2216,27.6832,6.8169,"34.475099999999998",NA,-0.0458589237852763,NA,"2277.8000000000002",NA,42.4927165290649,NA,"0.7621",NA,"9.9342000000000006",NA,"6.2331000000000003",NA,"0.0596",NA,"0.2195",NA
2011-04-21,"88N, 180",88.2351333333333,-173.62735,300,2011-04-21,313.6696,309.95,34.837,0.8528,0.8385,27.9251,6.6851,"34.838999999999999",NA,0.185546447472302,NA,"2290.0999999999999",NA,41.3463622984832,0.358783631981661,"0.88160000000000005",NA,"12.178100000000001",NA,"6.7999000000000001",NA,"0.0504",NA,"0.037600000000000001",NA
